Genotype,Age,Time,Observation_within_time,value,measure,unit
GG,1-year,24,4,123468.2,ROS,fluorescence arbitrary units
GG,1-year,24,5,118598.3,ROS,fluorescence arbitrary units
DD,1-year,24,1,98232.0,ROS,fluorescence arbitrary units
DD,1-year,24,2,94064.9,ROS,fluorescence arbitrary units
DD,1-year,24,3,72978.6,ROS,fluorescence arbitrary units
DD,1-year,24,4,78314.1,ROS,fluorescence arbitrary units
DD,1-year,24,5,81228.6,ROS,fluorescence arbitrary units
GD,1-year,24,1,142802.1,ROS,fluorescence arbitrary units
GD,1-year,24,2,140922.9,ROS,fluorescence arbitrary units
GD,1-year,24,3,140215.6,ROS,fluorescence arbitrary units
GD,1-year,24,4,135356.0,ROS,fluorescence arbitrary units
GD,1-year,24,5,140449.1,ROS,fluorescence arbitrary units
GG,1-year,48,1,121308.9,ROS,fluorescence arbitrary units
GG,1-year,48,2,112587.8,ROS,fluorescence arbitrary units
GG,1-year,48,3,118124.1,ROS,fluorescence arbitrary units
GG,1-year,48,4,111889.7,ROS,fluorescence arbitrary units
GG,1-year,48,5,100446.4,ROS,fluorescence arbitrary units
DD,1-year,48,1,141474.5,ROS,fluorescence arbitrary units
DD,1-year,48,2,143398.7,ROS,fluorescence arbitrary units
DD,1-year,48,3,133792.8,ROS,fluorescence arbitrary units
DD,1-year,48,4,128040.3,ROS,fluorescence arbitrary units
DD,1-year,48,5,136596.5,ROS,fluorescence arbitrary units
GD,1-year,48,1,131771.7,ROS,fluorescence arbitrary units
GD,1-year,48,2,81665.4,ROS,fluorescence arbitrary units
GD,1-year,48,3,122678.3,ROS,fluorescence arbitrary units
GD,1-year,48,4,111324.7,ROS,fluorescence arbitrary units
GD,1-year,48,5,115375.0,ROS,fluorescence arbitrary units
GG,1-year,96,1,299904.8,ROS,fluorescence arbitrary units
GG,1-year,96,2,267341.1,ROS,fluorescence arbitrary units
GG,1-year,96,3,244194.6,ROS,fluorescence arbitrary units
GG,1-year,96,4,218810.3,ROS,fluorescence arbitrary units
GG,1-year,96,5,239547.5,ROS,fluorescence arbitrary units
DD,1-year,96,1,164638.4,ROS,fluorescence arbitrary units
DD,1-year,96,2,169690.3,ROS,fluorescence arbitrary units
DD,1-year,96,3,205677.3,ROS,fluorescence arbitrary units
DD,1-year,96,4,211236.5,ROS,fluorescence arbitrary units
DD,1-year,96,5,202955.5,ROS,fluorescence arbitrary units
GD,1-year,96,1,109103.9,ROS,fluorescence arbitrary units
GD,1-year,96,2,115009.1,ROS,fluorescence arbitrary units
GD,1-year,96,3,112044.8,ROS,fluorescence arbitrary units
GD,1-year,96,4,121353.7,ROS,fluorescence arbitrary units
GD,1-year,96,5,111829.4,ROS,fluorescence arbitrary units
GG,1-year,168,1,83852.1,ROS,fluorescence arbitrary units
GG,1-year,168,2,72599.7,ROS,fluorescence arbitrary units
GG,1-year,168,3,88636.3,ROS,fluorescence arbitrary units
GG,1-year,168,4,74219.9,ROS,fluorescence arbitrary units
GG,1-year,168,5,69422.6,ROS,fluorescence arbitrary units
DD,1-year,168,1,156558.8,ROS,fluorescence arbitrary units
DD,1-year,168,2,140163.5,ROS,fluorescence arbitrary units
DD,1-year,168,3,160404.0,ROS,fluorescence arbitrary units
DD,1-year,168,4,118565.9,ROS,fluorescence arbitrary units
DD,1-year,168,5,156057.4,ROS,fluorescence arbitrary units
GD,1-year,168,1,26521.2,ROS,fluorescence arbitrary units
GD,1-year,168,2,32428.7,ROS,fluorescence arbitrary units
GD,1-year,168,3,29472.3,ROS,fluorescence arbitrary units
GD,1-year,168,4,31977.7,ROS,fluorescence arbitrary units
GD,1-year,168,5,,ROS,fluorescence arbitrary units
GG,2-year,0,1,56720.5,ROS,fluorescence arbitrary units
GG,2-year,0,2,49560.1,ROS,fluorescence arbitrary units
GG,2-year,0,3,45813.0,ROS,fluorescence arbitrary units
GG,2-year,0,4,44054.8,ROS,fluorescence arbitrary units
GG,2-year,0,5,45290.9,ROS,fluorescence arbitrary units
DD,2-year,0,1,117137.8,ROS,fluorescence arbitrary units
DD,2-year,0,2,121554.2,ROS,fluorescence arbitrary units
DD,2-year,0,3,114005.4,ROS,fluorescence arbitrary units
DD,2-year,0,4,116932.7,ROS,fluorescence arbitrary units
DD,2-year,0,5,121108.6,ROS,fluorescence arbitrary units
GD,2-year,0,1,62613.0,ROS,fluorescence arbitrary units
GD,2-year,0,2,63810.1,ROS,fluorescence arbitrary units
GD,2-year,0,3,62917.5,ROS,fluorescence arbitrary units
GD,2-year,0,4,62026.0,ROS,fluorescence arbitrary units
GD,2-year,0,5,62300.0,ROS,fluorescence arbitrary units
GG,2-year,24,1,50268.1,ROS,fluorescence arbitrary units
GG,2-year,24,2,74518.6,ROS,fluorescence arbitrary units
GG,2-year,24,3,65478.6,ROS,fluorescence arbitrary units
GG,2-year,24,4,66638.5,ROS,fluorescence arbitrary units
GG,2-year,24,5,104411.8,ROS,fluorescence arbitrary units
DD,2-year,24,1,58605.0,ROS,fluorescence arbitrary units
DD,2-year,24,2,60142.3,ROS,fluorescence arbitrary units
DD,2-year,24,3,49588.3,ROS,fluorescence arbitrary units
DD,2-year,24,4,58908.4,ROS,fluorescence arbitrary units
DD,2-year,24,5,54446.1,ROS,fluorescence arbitrary units
GD,2-year,24,1,148557.8,ROS,fluorescence arbitrary units
GD,2-year,24,2,158808.8,ROS,fluorescence arbitrary units
GD,2-year,24,3,161408.3,ROS,fluorescence arbitrary units
GD,2-year,24,4,183610.5,ROS,fluorescence arbitrary units
GD,2-year,24,5,176619.9,ROS,fluorescence arbitrary units
GG,2-year,48,1,45492.2,ROS,fluorescence arbitrary units
GG,2-year,48,2,47723.5,ROS,fluorescence arbitrary units
GG,2-year,48,3,43565.8,ROS,fluorescence arbitrary units
GG,2-year,48,4,41403.2,ROS,fluorescence arbitrary units
GG,2-year,48,5,44955.3,ROS,fluorescence arbitrary units
DD,2-year,48,1,60931.7,ROS,fluorescence arbitrary units
DD,2-year,48,2,57709.2,ROS,fluorescence arbitrary units
DD,2-year,48,3,55577.0,ROS,fluorescence arbitrary units
DD,2-year,48,4,55355.8,ROS,fluorescence arbitrary units
DD,2-year,48,5,57971.8,ROS,fluorescence arbitrary units
GD,2-year,48,1,81112.6,ROS,fluorescence arbitrary units
GD,2-year,48,2,74814.2,ROS,fluorescence arbitrary units
GD,2-year,48,3,79073.2,ROS,fluorescence arbitrary units
GD,2-year,48,4,75966.0,ROS,fluorescence arbitrary units
GD,2-year,48,5,83471.5,ROS,fluorescence arbitrary units
GG,2-year,96,1,63042.1,ROS,fluorescence arbitrary units
GG,2-year,96,2,60013.4,ROS,fluorescence arbitrary units
GG,2-year,96,3,60017.4,ROS,fluorescence arbitrary units
GG,2-year,96,4,57813.0,ROS,fluorescence arbitrary units
GG,2-year,96,5,60755.2,ROS,fluorescence arbitrary units
DD,2-year,96,1,79793.2,ROS,fluorescence arbitrary units
DD,2-year,96,2,56727.8,ROS,fluorescence arbitrary units
DD,2-year,96,3,55723.1,ROS,fluorescence arbitrary units
DD,2-year,96,4,60754.5,ROS,fluorescence arbitrary units
DD,2-year,96,5,55204.6,ROS,fluorescence arbitrary units
GD,2-year,96,1,157608.8,ROS,fluorescence arbitrary units
GD,2-year,96,2,178355.6,ROS,fluorescence arbitrary units
GD,2-year,96,3,176249.4,ROS,fluorescence arbitrary units
GD,2-year,96,4,163926.4,ROS,fluorescence arbitrary units
GD,2-year,96,5,146660.6,ROS,fluorescence arbitrary units
GG,2-year,168,1,109685.3,ROS,fluorescence arbitrary units
GG,2-year,168,2,107483.1,ROS,fluorescence arbitrary units
GG,2-year,168,3,107528.6,ROS,fluorescence arbitrary units
GG,2-year,168,4,103818.2,ROS,fluorescence arbitrary units
GG,2-year,168,5,105290.6,ROS,fluorescence arbitrary units
DD,2-year,168,1,118957.0,ROS,fluorescence arbitrary units
DD,2-year,168,2,132162.9,ROS,fluorescence arbitrary units
DD,2-year,168,3,124585.3,ROS,fluorescence arbitrary units
DD,2-year,168,4,142358.1,ROS,fluorescence arbitrary units
DD,2-year,168,5,129368.4,ROS,fluorescence arbitrary units
GD,2-year,168,1,82318.9,ROS,fluorescence arbitrary units
GD,2-year,168,2,82940.6,ROS,fluorescence arbitrary units
GD,2-year,168,3,76715.9,ROS,fluorescence arbitrary units
GD,2-year,168,4,59870.7,ROS,fluorescence arbitrary units
GD,2-year,168,5,89365.1,ROS,fluorescence arbitrary units
