stored_sample_id,genotype,age,group,gene,ct_rep1,ct_rep2,ct_rep3,ct_mean,ct_sd,qc_fail,ref_geomean,delta_ct,cal_dct,delta_delta_ct,relative_expression
A014,DD,2-year,DD-2-year,ODC1,27.869,27.46,27.936,27.755,0.2576645105558771,False,22.74533333333333,5.009666666666664,3.9957857142857134,1.0138809523809509,0.4952122979720165
A014,DD,2-year,DD-2-year,GALNT,28.233,28.091,27.998,28.107333333333333,0.1183483558539503,False,22.74533333333333,5.361999999999998,4.662041666666667,0.6999583333333312,0.6155899853516705
A014,DD,2-year,DD-2-year,FUT1/2,27.258,27.206,27.329,27.264333333333337,0.0617440955341756,False,22.74533333333333,4.519000000000002,3.833309523809524,0.6856904761904778,0.6217082048768567
A015,DD,2-year,DD-2-year,PRKCD,26.535,26.326,25.688,26.183000000000003,0.4412357646428955,False,22.838,3.3450000000000024,3.7783333333333338,-0.4333333333333313,1.350349946168188
A015,DD,2-year,DD-2-year,NOTCH1,26.579,26.396,26.283,26.419333333333334,0.1493731345769152,False,22.838,3.581333333333337,4.667041666666668,-1.085708333333331,2.1224172898179607
A015,DD,2-year,DD-2-year,GSN,24.71,24.601,24.487,24.59933333333333,0.1115093419105933,False,22.838,1.761333333333333,2.78475,-1.0234166666666669,2.032727275877044
A015,DD,2-year,DD-2-year,CCNG1,25.719,26.233,26.374,26.108666666666664,0.3447467669657434,False,22.838,3.2706666666666635,4.343083333333334,-1.0724166666666708,2.102953087146122
A015,DD,2-year,DD-2-year,CHST11,27.412,27.654,27.568,27.544666666666668,0.1226757243032764,False,22.838,4.706666666666667,4.4579166666666685,0.2487499999999984,0.8416253122028773
A015,DD,2-year,DD-2-year,ODC1,27.552,27.67,27.719,27.647,0.0858428797280249,False,22.838,4.809000000000001,3.9957857142857134,0.8132142857142877,0.569112477107443
A015,DD,2-year,DD-2-year,GALNT,28.596,28.46,28.454,28.50333333333333,0.0803077414284157,False,22.838,5.665333333333329,4.662041666666667,1.0032916666666625,0.4988604957115478
A015,DD,2-year,DD-2-year,FUT1/2,26.975,27.047,26.899,26.97366666666667,0.074009008460682,False,22.838,4.135666666666669,3.833309523809524,0.302357142857145,0.8109263838213613
A016,DD,2-year,DD-2-year,PRKCD,25.73,25.72,25.866,25.772,0.0815597940164147,False,23.528666666666663,2.243333333333336,3.7783333333333338,-1.534999999999998,2.8978843091097537
A016,DD,2-year,DD-2-year,NOTCH1,26.368,26.408,26.225,26.33366666666667,0.0962098401065775,False,23.528666666666663,2.8050000000000037,4.667041666666668,-1.8620416666666648,3.6352174534750112
A016,DD,2-year,DD-2-year,GSN,24.222,24.324,24.604,24.383333333333336,0.1977911356288063,False,23.528666666666663,0.8546666666666702,2.78475,-1.9300833333333296,3.8107721046469214
A016,DD,2-year,DD-2-year,CCNG1,26.147,25.498,26.231,25.95866666666667,0.4011537527349494,False,23.528666666666663,2.4300000000000037,4.343083333333334,-1.913083333333331,3.766131392161805
A016,DD,2-year,DD-2-year,CHST11,27.951,27.06,27.322,27.444333333333333,0.4579239383711384,False,23.528666666666663,3.915666666666666,4.4579166666666685,-0.5422500000000019,1.45624187462351
A016,DD,2-year,DD-2-year,ODC1,27.801,27.886,27.805,27.830666666666666,0.0479617903474562,False,23.528666666666663,4.301999999999996,3.9957857142857134,0.3062142857142826,0.8087612128926237
A016,DD,2-year,DD-2-year,GALNT,28.309,28.35,28.326,28.328333333333337,0.0205993527406407,False,23.528666666666663,4.799666666666671,4.662041666666667,0.1376250000000034,0.9090143660223254
A016,DD,2-year,DD-2-year,FUT1/2,27.646,27.464,27.589,27.566333333333333,0.0930931433207274,False,23.528666666666663,4.0376666666666665,3.833309523809524,0.2043571428571424,0.8679253438599752
A017,GD,1-year,GD-1-year,PRKCD,26.276,26.184,26.226,26.22866666666667,0.046057934531775,False,22.74583333333333,3.482833333333339,3.7783333333333338,-0.2954999999999947,1.227310256876313
A017,GD,1-year,GD-1-year,NOTCH1,26.782,26.885,26.904,26.857,0.0656429737291055,False,22.74583333333333,4.111166666666669,4.667041666666668,-0.5558749999999986,1.4700599598813966
A017,GD,1-year,GD-1-year,GSN,25.453,25.3,25.473,25.408666666666665,0.0946379064293645,False,22.74583333333333,2.662833333333335,2.78475,-0.1219166666666646,1.0881795841378656
A017,GD,1-year,GD-1-year,CCNG1,26.625,27.325,27.472,27.140666666666664,0.4525884812203395,False,22.74583333333333,4.394833333333335,4.343083333333334,0.0517500000000001,0.9647653511956076
A017,GD,1-year,GD-1-year,CHST11,26.785,27.224,27.0,27.003,0.2195153753157168,False,22.74583333333333,4.25716666666667,4.4579166666666685,-0.2007499999999984,1.1492956730141288
A017,GD,1-year,GD-1-year,ODC1,26.417,26.532,26.537,26.49533333333333,0.0678847061813864,False,22.74583333333333,3.749500000000001,3.9957857142857134,-0.2462857142857122,1.1861493836091248
A017,GD,1-year,GD-1-year,GALNT,27.433,27.398,27.532,27.45433333333333,0.069500599517798,False,22.74583333333333,4.708500000000004,4.662041666666667,0.0464583333333372,0.9683105154088752
A017,GD,1-year,GD-1-year,FUT1/2,26.344,26.251,26.505,26.366666666666664,0.1285081060997049,False,22.74583333333333,3.6208333333333336,3.833309523809524,-0.2124761904761904,1.1586751871035532
