age,estimate_pp,SE,df,P_nominal,CI95_low,CI95_high,n_tanks_per_genotype,P_Holm_two
1,10.0,5.773502691896258,2.0,0.2254033307585166,-14.841377117503304,34.8413771175033,3,0.2254033307585166
2,39.99999999999999,7.637626158259732,3.2307692307692317,0.011227175302979,16.64693400365072,63.35306599634927,3,0.0224543506059581
