Figure 4F: GO enrichment of one-year-specific OD-high genes,,,,,,,,
,,,,,,,,
GO_ID,Description,Category,target_count,bg_count,fold_enrichment,gene_ratio,pvalue,padj
GO:0008017,microtubule binding,molecular_function,3,159,0.30188679245283,0.0022421524663677,0.99770317325335,1
GO:0003723,RNA binding,molecular_function,30,753,0.637450199203187,0.0224215246636771,0.997815449167436,1
GO:0006351,"transcription, DNA-dependent",biological_process,3,171,0.280701754385965,0.0022421524663677,0.998796987853551,1
GO:0042157,lipoprotein metabolic process,biological_process,4,201,0.318407960199005,0.0029895366218236,0.998883374943463,1
GO:0008289,lipid binding,molecular_function,6,260,0.369230769230769,0.0044843049327354,0.999155647907517,1
GO:0005737,cytoplasm,cellular_component,18,548,0.525547445255474,0.0134529147982063,0.999429460338085,1
GO:0003676,nucleic acid binding,molecular_function,41,1022,0.64187866927593,0.0306427503736921,0.999475521319627,1
GO:0006869,lipid transport,biological_process,6,277,0.346570397111913,0.0044843049327354,0.999624174544038,1
GO:0004672,protein kinase activity,molecular_function,20,611,0.523731587561375,0.0149476831091181,0.999714576954153,1
GO:0006468,protein phosphorylation,biological_process,21,636,0.528301886792453,0.015695067264574,0.999746258221855,1
GO:0016020,membrane,cellular_component,97,2175,0.713563218390805,0.0724962630792227,0.99993950014036,1
GO:0007165,signal transduction,biological_process,24,744,0.516129032258065,0.0179372197309417,0.999944068344282,1
GO:0005524,ATP binding,molecular_function,94,2181,0.689591930307199,0.070254110612855,0.999985850818808,1
GO:0005622,intracellular,cellular_component,20,720,0.444444444444444,0.0149476831091181,0.999995350304904,1
GO:0005634,nucleus,cellular_component,34,1082,0.502772643253235,0.0254110612855007,0.999999233477665,1
GO:0046872,metal ion binding,molecular_function,49,1457,0.538091969800961,0.0366218236173393,0.999999881025848,1
GO:0008270,zinc ion binding,molecular_function,55,1691,0.5204021289178,0.0411061285500747,0.999999997083088,1
GO:0016021,integral to membrane,cellular_component,86,2380,0.578151260504202,0.0642750373692078,0.999999999401869,1
GO:0005515,protein binding,molecular_function,221,5710,0.619264448336252,0.165171898355755,1,1
