gene_base,age,DD,GD,GG,delta_delta_DUI,hybrid_deviation_direction
PB.1117_0,1-year,-0.0792889509148777,-0.06793470541570301,0.00030250452580538045,-0.028441482221166853,Negative hybrid deviation
PB.1117_0,2-year,-0.11648062067452852,0.0339387153761993,-0.02789388359121958,0.10612596750907335,Positive hybrid deviation
PB.111_0,1-year,-0.03548588835764303,-0.09420106000618966,-0.41226813683057567,0.1296759525879197,Positive hybrid deviation
PB.111_0,2-year,-0.0027681537227813025,0.04207157386797877,0.007487055566325895,0.03971212294620648,Positive hybrid deviation
PB.1120_0,1-year,-0.17667010439630595,0.004162520950179733,-0.0148350207856218,0.0999150835411436,Positive hybrid deviation
PB.1120_0,2-year,-0.0026510911605350665,0.053019142386685994,-0.001202979062757667,0.05494617749833236,Positive hybrid deviation
PB.1122_0,1-year,-0.004763470694303634,0.004088608071575628,0.0018024946589334338,0.005569096089260728,Positive hybrid deviation
PB.1122_0,2-year,0.03422107851057568,0.03805696458322706,0.041995257484205434,-5.120341416349483e-05,Negative hybrid deviation
PB.1126_0,1-year,0.21540143293087943,-0.10720832414228898,0.012132904242647014,-0.2209754927290522,Negative hybrid deviation
PB.1126_0,2-year,0.00025008698629203074,-0.06836473747848137,-0.02665213961959001,-0.055163711161832385,Negative hybrid deviation
PB.1135_0,1-year,0.09321271857798263,0.020082882683247094,0.05651999532733809,-0.05478347426941327,Negative hybrid deviation
PB.1135_0,2-year,0.08692073541206413,-0.07121415599727887,0.10701716610109602,-0.16818310675385895,Negative hybrid deviation
PB.1138_8,1-year,0.03434088660896262,-0.03254294069760666,0.012222128538693366,-0.05582444827143465,Negative hybrid deviation
PB.1138_8,2-year,-0.04332251643459972,0.04683576982632198,-0.16924002989096104,0.15311704298910236,Positive hybrid deviation
PB.1139_0,1-year,-0.004466708192102042,-0.13061793396775834,-0.19148025860769569,-0.03264445056785947,Negative hybrid deviation
PB.1139_0,2-year,0.030180678940750383,-0.17525207927623965,-0.031118417092099726,-0.17478321020056498,Negative hybrid deviation
